,Data Somministrazione,Fornitore,Fascia Anagrafica,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione,Totale
13048,2021-02-25,AstraZeneca,50-59,459,704,11,0,0,0,358,794,1163,0,Puglia,1163
13144,2021-02-25,Moderna,50-59,3,4,5,2,0,0,0,0,7,0,Puglia,7
13299,2021-02-25,Pfizer/BioNTech,50-59,322,403,367,236,39,0,17,66,462,263,Puglia,725
13049,2021-02-25,AstraZeneca,60-69,90,284,6,0,0,0,10,358,374,0,Puglia,374
13145,2021-02-25,Moderna,60-69,2,2,4,0,0,0,0,0,4,0,Puglia,4
13300,2021-02-25,Pfizer/BioNTech,60-69,211,217,206,124,25,0,5,68,261,167,Puglia,428
13050,2021-02-25,AstraZeneca,70-79,1,0,0,0,0,0,0,1,1,0,Puglia,1
13146,2021-02-25,Moderna,70-79,5,0,5,0,0,0,0,0,5,0,Puglia,5
13301,2021-02-25,Pfizer/BioNTech,70-79,61,48,33,25,51,0,0,0,73,36,Puglia,109
13051,2021-02-25,AstraZeneca,80-89,0,1,0,0,0,1,0,0,1,0,Puglia,1
13302,2021-02-25,Pfizer/BioNTech,80-89,2470,2645,4,23,123,4964,0,1,5042,73,Puglia,5115
13303,2021-02-25,Pfizer/BioNTech,90+,309,455,0,1,123,640,0,0,692,72,Puglia,764
13304,2021-02-25,Pfizer/BioNTech,16-19,0,1,1,0,0,0,0,0,1,0,Sardegna,1
13052,2021-02-25,AstraZeneca,20-29,11,8,5,13,0,0,1,0,19,0,Sardegna,19
13305,2021-02-25,Pfizer/BioNTech,20-29,71,121,154,25,13,0,0,0,102,90,Sardegna,192
13053,2021-02-25,AstraZeneca,30-39,46,17,17,37,0,0,9,0,63,0,Sardegna,63
13306,2021-02-25,Pfizer/BioNTech,30-39,146,203,248,73,28,0,0,0,216,133,Sardegna,349
13054,2021-02-25,AstraZeneca,40-49,99,13,10,83,0,0,19,0,112,0,Sardegna,112
13307,2021-02-25,Pfizer/BioNTech,40-49,156,290,272,136,32,0,0,6,331,115,Sardegna,446
13055,2021-02-25,AstraZeneca,50-59,89,18,11,78,0,0,18,0,107,0,Sardegna,107
13308,2021-02-25,Pfizer/BioNTech,50-59,183,345,360,117,48,0,1,2,407,121,Sardegna,528
13056,2021-02-25,AstraZeneca,60-69,2,1,0,1,0,0,2,0,3,0,Sardegna,3
13309,2021-02-25,Pfizer/BioNTech,60-69,175,252,315,80,30,0,1,1,336,91,Sardegna,427
13310,2021-02-25,Pfizer/BioNTech,70-79,95,60,70,8,77,0,0,0,132,23,Sardegna,155
13311,2021-02-25,Pfizer/BioNTech,80-89,149,209,11,74,137,136,0,0,334,24,Sardegna,358
13312,2021-02-25,Pfizer/BioNTech,90+,33,106,0,13,101,25,0,0,130,9,Sardegna,139
13057,2021-02-25,AstraZeneca,16-19,0,1,0,0,0,0,0,1,1,0,Sicilia,1
13313,2021-02-25,Pfizer/BioNTech,16-19,3,2,3,2,0,0,0,0,1,4,Sicilia,5
13058,2021-02-25,AstraZeneca,20-29,94,54,10,41,0,0,76,21,148,0,Sicilia,148
13147,2021-02-25,Moderna,20-29,3,5,2,3,2,0,0,1,7,1,Sicilia,8
13314,2021-02-25,Pfizer/BioNTech,20-29,230,356,427,154,4,0,1,0,398,188,Sicilia,586
13059,2021-02-25,AstraZeneca,30-39,315,163,13,143,0,0,232,90,478,0,Sicilia,478
13148,2021-02-25,Moderna,30-39,3,2,2,2,1,0,0,0,5,0,Sicilia,5
13315,2021-02-25,Pfizer/BioNTech,30-39,182,236,288,122,7,0,1,0,264,154,Sicilia,418
13060,2021-02-25,AstraZeneca,40-49,604,291,21,243,0,0,416,215,895,0,Sicilia,895
13149,2021-02-25,Moderna,40-49,4,12,2,5,9,0,0,0,11,5,Sicilia,16
13316,2021-02-25,Pfizer/BioNTech,40-49,218,267,298,181,5,0,1,0,273,212,Sicilia,485
13061,2021-02-25,AstraZeneca,50-59,882,374,19,283,0,0,691,263,1256,0,Sicilia,1256
13150,2021-02-25,Moderna,50-59,11,10,6,2,12,0,1,0,18,3,Sicilia,21
13317,2021-02-25,Pfizer/BioNTech,50-59,253,293,327,212,5,0,0,2,260,286,Sicilia,546
13062,2021-02-25,AstraZeneca,60-69,145,86,4,50,0,0,101,76,231,0,Sicilia,231
13151,2021-02-25,Moderna,60-69,5,7,3,0,8,0,0,1,10,2,Sicilia,12
13318,2021-02-25,Pfizer/BioNTech,60-69,206,207,254,141,15,0,3,0,224,189,Sicilia,413
13152,2021-02-25,Moderna,70-79,13,12,1,0,24,0,0,0,4,21,Sicilia,25
13319,2021-02-25,Pfizer/BioNTech,70-79,86,37,81,25,17,0,0,0,95,28,Sicilia,123
13153,2021-02-25,Moderna,80-89,61,124,0,2,100,83,0,0,146,39,Sicilia,185
13320,2021-02-25,Pfizer/BioNTech,80-89,1765,1965,7,74,195,3452,2,0,3722,8,Sicilia,3730
13154,2021-02-25,Moderna,90+,11,60,0,1,61,9,0,0,37,34,Sicilia,71
13321,2021-02-25,Pfizer/BioNTech,90+,179,314,2,14,42,435,0,0,490,3,Sicilia,493
13063,2021-02-25,AstraZeneca,16-19,0,1,0,0,0,0,0,1,1,0,Toscana,1
13155,2021-02-25,Moderna,16-19,1,2,2,1,0,0,0,0,2,1,Toscana,3
13322,2021-02-25,Pfizer/BioNTech,16-19,0,2,1,0,1,0,0,0,1,1,Toscana,2
13064,2021-02-25,AstraZeneca,20-29,321,399,1,92,0,0,144,483,720,0,Toscana,720
13156,2021-02-25,Moderna,20-29,19,20,25,14,0,0,0,0,13,26,Toscana,39
13323,2021-02-25,Pfizer/BioNTech,20-29,75,111,124,41,21,0,0,0,63,123,Toscana,186
13065,2021-02-25,AstraZeneca,30-39,576,777,2,318,0,0,235,798,1353,0,Toscana,1353
13157,2021-02-25,Moderna,30-39,11,13,18,6,0,0,0,0,6,18,Toscana,24
13324,2021-02-25,Pfizer/BioNTech,30-39,92,121,145,24,44,0,0,0,90,123,Toscana,213
13066,2021-02-25,AstraZeneca,40-49,867,1350,2,657,0,0,388,1170,2217,0,Toscana,2217
13158,2021-02-25,Moderna,40-49,29,10,17,22,0,0,0,0,24,15,Toscana,39
13325,2021-02-25,Pfizer/BioNTech,40-49,104,152,176,32,47,0,0,1,95,161,Toscana,256
13067,2021-02-25,AstraZeneca,50-59,612,795,3,310,0,0,364,730,1407,0,Toscana,1407
13159,2021-02-25,Moderna,50-59,27,12,17,22,0,0,0,0,23,16,Toscana,39
13326,2021-02-25,Pfizer/BioNTech,50-59,172,281,304,69,80,0,0,0,165,288,Toscana,453
13068,2021-02-25,AstraZeneca,60-69,15,16,0,5,0,0,10,16,31,0,Toscana,31
13160,2021-02-25,Moderna,60-69,27,5,18,14,0,0,0,0,14,18,Toscana,32
13327,2021-02-25,Pfizer/BioNTech,60-69,96,147,178,28,37,0,0,0,78,165,Toscana,243
13161,2021-02-25,Moderna,70-79,22,6,10,18,0,0,0,0,17,11,Toscana,28
13328,2021-02-25,Pfizer/BioNTech,70-79,27,15,27,4,11,0,0,0,20,22,Toscana,42
13162,2021-02-25,Moderna,80-89,3,1,0,3,0,1,0,0,4,0,Toscana,4
13329,2021-02-25,Pfizer/BioNTech,80-89,288,364,7,2,6,637,0,0,648,4,Toscana,652
13330,2021-02-25,Pfizer/BioNTech,90+,897,1699,1,20,12,2563,0,0,2594,2,Toscana,2596
13331,2021-02-25,Pfizer/BioNTech,16-19,1,2,0,0,3,0,0,0,3,0,Umbria,3
13163,2021-02-25,Moderna,20-29,1,0,1,0,0,0,0,0,0,1,Umbria,1
13332,2021-02-25,Pfizer/BioNTech,20-29,27,68,79,6,10,0,0,0,77,18,Umbria,95
13333,2021-02-25,Pfizer/BioNTech,30-39,48,112,133,14,10,0,0,3,149,11,Umbria,160
13334,2021-02-25,Pfizer/BioNTech,40-49,81,177,220,21,16,0,0,1,252,6,Umbria,258
13164,2021-02-25,Moderna,50-59,1,0,0,0,1,0,0,0,1,0,Umbria,1
13335,2021-02-25,Pfizer/BioNTech,50-59,62,187,195,34,19,0,0,1,243,6,Umbria,249
13165,2021-02-25,Moderna,60-69,1,2,1,0,2,0,0,0,2,1,Umbria,3
13336,2021-02-25,Pfizer/BioNTech,60-69,86,82,137,22,9,0,0,0,162,6,Umbria,168
13166,2021-02-25,Moderna,70-79,2,4,0,0,6,0,0,0,6,0,Umbria,6
13337,2021-02-25,Pfizer/BioNTech,70-79,52,14,57,3,6,0,0,0,64,2,Umbria,66
13167,2021-02-25,Moderna,80-89,2,4,0,0,6,0,0,0,6,0,Umbria,6
13338,2021-02-25,Pfizer/BioNTech,80-89,117,170,3,0,4,280,0,0,286,1,Umbria,287
13168,2021-02-25,Moderna,90+,1,3,0,0,4,0,0,0,4,0,Umbria,4
13339,2021-02-25,Pfizer/BioNTech,90+,13,14,0,1,1,25,0,0,27,0,Umbria,27
13069,2021-02-25,AstraZeneca,20-29,4,1,0,1,0,0,4,0,5,0,Valle d'Aosta / Vallée d'Aoste,5
13070,2021-02-25,AstraZeneca,30-39,6,0,0,0,0,0,6,0,6,0,Valle d'Aosta / Vallée d'Aoste,6
13340,2021-02-25,Pfizer/BioNTech,30-39,1,0,1,0,0,0,0,0,1,0,Valle d'Aosta / Vallée d'Aoste,1
13071,2021-02-25,AstraZeneca,40-49,10,2,0,3,0,0,7,2,12,0,Valle d'Aosta / Vallée d'Aoste,12
13341,2021-02-25,Pfizer/BioNTech,40-49,1,0,1,0,0,0,0,0,0,1,Valle d'Aosta / Vallée d'Aoste,1
13072,2021-02-25,AstraZeneca,50-59,46,29,0,67,0,0,8,0,75,0,Valle d'Aosta / Vallée d'Aoste,75
13073,2021-02-25,AstraZeneca,60-69,31,54,1,84,0,0,0,0,85,0,Valle d'Aosta / Vallée d'Aoste,85
13342,2021-02-25,Pfizer/BioNTech,60-69,2,0,2,0,0,0,0,0,0,2,Valle d'Aosta / Vallée d'Aoste,2
13343,2021-02-25,Pfizer/BioNTech,70-79,0,2,1,1,0,0,0,0,2,0,Valle d'Aosta / Vallée d'Aoste,2
13344,2021-02-25,Pfizer/BioNTech,80-89,0,2,0,0,2,0,0,0,1,1,Valle d'Aosta / Vallée d'Aoste,2
13345,2021-02-25,Pfizer/BioNTech,90+,0,10,0,1,9,0,0,0,7,3,Valle d'Aosta / Vallée d'Aoste,10
13346,2021-02-25,Pfizer/BioNTech,16-19,1,7,6,1,1,0,0,0,8,0,Veneto,8
13074,2021-02-25,AstraZeneca,20-29,12,31,0,1,0,0,11,31,43,0,Veneto,43
13169,2021-02-25,Moderna,20-29,11,13,9,4,11,0,0,0,19,5,Veneto,24
13347,2021-02-25,Pfizer/BioNTech,20-29,86,196,222,53,2,0,0,5,237,45,Veneto,282
13075,2021-02-25,AstraZeneca,30-39,22,47,0,8,0,0,15,46,69,0,Veneto,69
13170,2021-02-25,Moderna,30-39,20,26,19,6,21,0,0,0,39,7,Veneto,46
13348,2021-02-25,Pfizer/BioNTech,30-39,101,205,248,48,4,0,5,1,239,67,Veneto,306
13076,2021-02-25,AstraZeneca,40-49,43,70,0,5,0,0,35,73,113,0,Veneto,113
13171,2021-02-25,Moderna,40-49,18,43,32,9,20,0,0,0,44,17,Veneto,61
13349,2021-02-25,Pfizer/BioNTech,40-49,104,264,253,100,10,0,3,2,294,74,Veneto,368
13077,2021-02-25,AstraZeneca,50-59,44,79,0,5,0,0,36,82,123,0,Veneto,123
13172,2021-02-25,Moderna,50-59,30,44,37,8,29,0,0,0,54,20,Veneto,74
13350,2021-02-25,Pfizer/BioNTech,50-59,148,330,309,150,13,0,2,4,373,105,Veneto,478
13078,2021-02-25,AstraZeneca,60-69,9,22,0,1,0,0,2,28,31,0,Veneto,31
13173,2021-02-25,Moderna,60-69,32,21,21,6,26,0,0,0,34,19,Veneto,53
13351,2021-02-25,Pfizer/BioNTech,60-69,163,146,203,98,7,0,0,1,276,33,Veneto,309
13174,2021-02-25,Moderna,70-79,23,21,12,2,30,0,0,0,16,28,Veneto,44
13352,2021-02-25,Pfizer/BioNTech,70-79,113,71,105,48,31,0,0,0,170,14,Veneto,184
13175,2021-02-25,Moderna,80-89,518,670,1,1,80,1106,0,0,1110,78,Veneto,1188
13353,2021-02-25,Pfizer/BioNTech,80-89,1806,2118,14,9,71,3829,0,1,3917,7,Veneto,3924
13176,2021-02-25,Moderna,90+,8,64,0,0,71,1,0,0,3,69,Veneto,72
13354,2021-02-25,Pfizer/BioNTech,90+,7,40,0,1,40,6,0,0,42,5,Veneto,47
13553,2021-02-26,Pfizer/BioNTech,16-19,3,8,11,0,0,0,0,0,11,0,Abruzzo,11
13355,2021-02-26,AstraZeneca,20-29,22,19,0,23,0,0,13,5,41,0,Abruzzo,41
13451,2021-02-26,Moderna,20-29,0,3,3,0,0,0,0,0,0,3,Abruzzo,3
13554,2021-02-26,Pfizer/BioNTech,20-29,81,137,180,33,1,0,4,0,91,127,Abruzzo,218
13356,2021-02-26,AstraZeneca,30-39,19,21,0,20,0,0,13,7,40,0,Abruzzo,40
13452,2021-02-26,Moderna,30-39,1,7,7,1,0,0,0,0,0,8,Abruzzo,8
13555,2021-02-26,Pfizer/BioNTech,30-39,113,164,213,58,3,0,3,0,92,185,Abruzzo,277
13357,2021-02-26,AstraZeneca,40-49,67,41,2,42,0,0,48,16,108,0,Abruzzo,108
13453,2021-02-26,Moderna,40-49,7,7,10,1,0,0,3,0,4,10,Abruzzo,14
13556,2021-02-26,Pfizer/BioNTech,40-49,124,192,211,84,2,0,19,0,128,188,Abruzzo,316
13358,2021-02-26,AstraZeneca,50-59,132,153,0,72,0,0,89,124,285,0,Abruzzo,285
13454,2021-02-26,Moderna,50-59,15,9,16,3,0,0,5,0,5,19,Abruzzo,24
13557,2021-02-26,Pfizer/BioNTech,50-59,146,191,185,101,5,0,45,1,150,187,Abruzzo,337
13359,2021-02-26,AstraZeneca,60-69,41,140,3,64,0,0,5,109,181,0,Abruzzo,181
13455,2021-02-26,Moderna,60-69,10,7,16,1,0,0,0,0,0,17,Abruzzo,17
13558,2021-02-26,Pfizer/BioNTech,60-69,105,87,132,41,12,0,7,0,80,112,Abruzzo,192
13559,2021-02-26,Pfizer/BioNTech,70-79,51,25,29,15,31,0,1,0,39,37,Abruzzo,76
13560,2021-02-26,Pfizer/BioNTech,80-89,630,805,6,3,49,1375,2,0,1395,40,Abruzzo,1435
13561,2021-02-26,Pfizer/BioNTech,90+,104,232,1,3,57,275,0,0,300,36,Abruzzo,336
13562,2021-02-26,Pfizer/BioNTech,20-29,4,7,10,1,0,0,0,0,3,8,Basilicata,11
13563,2021-02-26,Pfizer/BioNTech,30-39,18,15,16,16,1,0,0,0,20,13,Basilicata,33
13456,2021-02-26,Moderna,40-49,0,1,0,1,0,0,0,0,1,0,Basilicata,1
13564,2021-02-26,Pfizer/BioNTech,40-49,17,17,14,20,0,0,0,0,24,10,Basilicata,34
13565,2021-02-26,Pfizer/BioNTech,50-59,26,27,23,30,0,0,0,0,35,18,Basilicata,53
13566,2021-02-26,Pfizer/BioNTech,60-69,16,12,19,9,0,0,0,0,21,7,Basilicata,28
13567,2021-02-26,Pfizer/BioNTech,70-79,7,6,5,8,0,0,0,0,10,3,Basilicata,13
13457,2021-02-26,Moderna,80-89,36,49,0,0,0,85,0,0,85,0,Basilicata,85
13568,2021-02-26,Pfizer/BioNTech,80-89,650,897,0,13,0,1534,0,0,1533,14,Basilicata,1547
13458,2021-02-26,Moderna,90+,4,14,0,0,0,18,0,0,18,0,Basilicata,18
13569,2021-02-26,Pfizer/BioNTech,90+,117,194,1,6,0,304,0,0,305,6,Basilicata,311
13570,2021-02-26,Pfizer/BioNTech,16-19,2,0,0,2,0,0,0,0,2,0,Calabria,2
13360,2021-02-26,AstraZeneca,20-29,28,1,0,1,0,0,28,0,29,0,Calabria,29
13459,2021-02-26,Moderna,20-29,2,0,0,2,0,0,0,0,2,0,Calabria,2
13571,2021-02-26,Pfizer/BioNTech,20-29,39,49,58,29,0,0,0,1,60,28,Calabria,88
13361,2021-02-26,AstraZeneca,30-39,58,5,0,8,0,0,55,0,63,0,Calabria,63
13460,2021-02-26,Moderna,30-39,1,0,0,1,0,0,0,0,1,0,Calabria,1
13572,2021-02-26,Pfizer/BioNTech,30-39,80,108,134,47,3,0,3,1,101,87,Calabria,188
13362,2021-02-26,AstraZeneca,40-49,128,4,1,35,0,0,96,0,132,0,Calabria,132
13461,2021-02-26,Moderna,40-49,3,4,0,6,0,0,1,0,7,0,Calabria,7
13573,2021-02-26,Pfizer/BioNTech,40-49,75,110,104,69,9,0,2,1,116,69,Calabria,185
13363,2021-02-26,AstraZeneca,50-59,114,8,0,26,0,0,96,0,122,0,Calabria,122
13462,2021-02-26,Moderna,50-59,2,1,1,2,0,0,0,0,3,0,Calabria,3
13574,2021-02-26,Pfizer/BioNTech,50-59,111,123,108,110,10,0,5,1,153,81,Calabria,234
13364,2021-02-26,AstraZeneca,60-69,15,0,0,7,0,0,8,0,15,0,Calabria,15
13463,2021-02-26,Moderna,60-69,2,0,0,2,0,0,0,0,2,0,Calabria,2
13575,2021-02-26,Pfizer/BioNTech,60-69,97,71,85,64,19,0,0,0,115,53,Calabria,168
13464,2021-02-26,Moderna,70-79,2,0,0,2,0,0,0,0,2,0,Calabria,2
13576,2021-02-26,Pfizer/BioNTech,70-79,81,48,41,41,47,0,0,0,84,45,Calabria,129
13465,2021-02-26,Moderna,80-89,65,68,0,0,0,133,0,0,133,0,Calabria,133
13577,2021-02-26,Pfizer/BioNTech,80-89,645,694,6,210,240,883,0,0,1271,68,Calabria,1339
13466,2021-02-26,Moderna,90+,4,8,0,0,0,12,0,0,12,0,Calabria,12
13578,2021-02-26,Pfizer/BioNTech,90+,76,145,0,24,78,119,0,0,185,36,Calabria,221
13365,2021-02-26,AstraZeneca,16-19,1,1,1,1,0,0,0,0,2,0,Campania,2
13579,2021-02-26,Pfizer/BioNTech,16-19,1,0,0,1,0,0,0,0,1,0,Campania,1
13366,2021-02-26,AstraZeneca,20-29,78,168,126,16,0,0,0,104,246,0,Campania,246
13467,2021-02-26,Moderna,20-29,0,2,0,2,0,0,0,0,0,2,Campania,2
13580,2021-02-26,Pfizer/BioNTech,20-29,93,161,79,174,1,0,0,0,47,207,Campania,254
13367,2021-02-26,AstraZeneca,30-39,118,372,10,12,0,0,0,468,490,0,Campania,490
13468,2021-02-26,Moderna,30-39,10,5,6,3,6,0,0,0,4,11,Campania,15
13581,2021-02-26,Pfizer/BioNTech,30-39,110,266,136,235,0,0,0,5,136,240,Campania,376
13368,2021-02-26,AstraZeneca,40-49,151,784,2,20,0,0,0,913,935,0,Campania,935
13469,2021-02-26,Moderna,40-49,13,6,1,2,16,0,0,0,6,13,Campania,19
13582,2021-02-26,Pfizer/BioNTech,40-49,149,198,86,236,8,0,1,16,124,223,Campania,347
13369,2021-02-26,AstraZeneca,50-59,706,2696,0,436,0,0,0,2966,3402,0,Campania,3402
13470,2021-02-26,Moderna,50-59,34,3,1,2,34,0,0,0,9,28,Campania,37
13583,2021-02-26,Pfizer/BioNTech,50-59,204,179,85,246,9,0,0,43,132,251,Campania,383
13370,2021-02-26,AstraZeneca,60-69,694,2115,1,510,0,0,0,2298,2809,0,Campania,2809
13471,2021-02-26,Moderna,60-69,37,6,1,2,40,0,0,0,12,31,Campania,43
13584,2021-02-26,Pfizer/BioNTech,60-69,177,162,63,194,16,0,0,66,133,206,Campania,339
13472,2021-02-26,Moderna,70-79,12,2,1,0,13,0,0,0,3,11,Campania,14
13585,2021-02-26,Pfizer/BioNTech,70-79,91,27,20,85,13,0,0,0,40,78,Campania,118
13473,2021-02-26,Moderna,80-89,27,55,0,1,20,61,0,0,80,2,Campania,82
13586,2021-02-26,Pfizer/BioNTech,80-89,1335,1611,3,179,29,2735,0,0,2919,27,Campania,2946
13474,2021-02-26,Moderna,90+,14,29,0,0,9,34,0,0,42,1,Campania,43
13587,2021-02-26,Pfizer/BioNTech,90+,175,251,1,24,9,392,0,0,422,4,Campania,426
13588,2021-02-26,Pfizer/BioNTech,16-19,2,2,3,1,0,0,0,0,0,4,Emilia-Romagna,4
13371,2021-02-26,AstraZeneca,20-29,4,26,0,2,0,0,0,28,30,0,Emilia-Romagna,30
13589,2021-02-26,Pfizer/BioNTech,20-29,53,130,143,40,0,0,0,0,29,154,Emilia-Romagna,183
13372,2021-02-26,AstraZeneca,30-39,11,42,1,4,0,0,0,48,53,0,Emilia-Romagna,53
13475,2021-02-26,Moderna,30-39,1,6,6,0,1,0,0,0,4,3,Emilia-Romagna,7
13590,2021-02-26,Pfizer/BioNTech,30-39,63,143,133,73,0,0,0,0,58,148,Emilia-Romagna,206
13373,2021-02-26,AstraZeneca,40-49,22,70,2,2,0,0,0,88,92,0,Emilia-Romagna,92
13476,2021-02-26,Moderna,40-49,7,7,5,1,8,0,0,0,11,3,Emilia-Romagna,14
13591,2021-02-26,Pfizer/BioNTech,40-49,67,175,164,78,0,0,0,0,81,161,Emilia-Romagna,242
13374,2021-02-26,AstraZeneca,50-59,23,85,2,7,0,0,0,99,108,0,Emilia-Romagna,108
13477,2021-02-26,Moderna,50-59,7,7,3,9,2,0,0,0,12,2,Emilia-Romagna,14
13592,2021-02-26,Pfizer/BioNTech,50-59,81,215,220,75,1,0,0,0,84,212,Emilia-Romagna,296
13375,2021-02-26,AstraZeneca,60-69,9,32,0,2,0,0,0,39,41,0,Emilia-Romagna,41
13478,2021-02-26,Moderna,60-69,3,1,2,2,0,0,0,0,4,0,Emilia-Romagna,4
13593,2021-02-26,Pfizer/BioNTech,60-69,171,160,194,129,8,0,0,0,205,126,Emilia-Romagna,331
13376,2021-02-26,AstraZeneca,70-79,0,1,0,0,0,0,0,1,1,0,Emilia-Romagna,1
13479,2021-02-26,Moderna,70-79,2,7,0,8,1,0,0,0,9,0,Emilia-Romagna,9
13594,2021-02-26,Pfizer/BioNTech,70-79,157,85,107,110,25,0,0,0,186,56,Emilia-Romagna,242
13480,2021-02-26,Moderna,80-89,66,135,0,0,4,197,0,0,200,1,Emilia-Romagna,201
13595,2021-02-26,Pfizer/BioNTech,80-89,1484,2195,15,53,95,3516,0,0,3583,96,Emilia-Romagna,3679
13481,2021-02-26,Moderna,90+,42,112,0,0,1,153,0,0,154,0,Emilia-Romagna,154
13596,2021-02-26,Pfizer/BioNTech,90+,580,1047,8,26,71,1522,0,0,1557,70,Emilia-Romagna,1627
13482,2021-02-26,Moderna,16-19,9,4,0,13,0,0,0,0,13,0,Friuli-Venezia Giulia,13
13597,2021-02-26,Pfizer/BioNTech,16-19,3,1,0,0,4,0,0,0,4,0,Friuli-Venezia Giulia,4
13377,2021-02-26,AstraZeneca,20-29,79,27,0,1,0,0,85,20,106,0,Friuli-Venezia Giulia,106
13483,2021-02-26,Moderna,20-29,24,16,0,30,10,0,0,0,40,0,Friuli-Venezia Giulia,40
13598,2021-02-26,Pfizer/BioNTech,20-29,23,18,10,0,31,0,0,0,37,4,Friuli-Venezia Giulia,41
13378,2021-02-26,AstraZeneca,30-39,182,66,0,0,0,0,184,64,248,0,Friuli-Venezia Giulia,248
13484,2021-02-26,Moderna,30-39,13,16,0,13,16,0,0,0,29,0,Friuli-Venezia Giulia,29
13599,2021-02-26,Pfizer/BioNTech,30-39,37,27,10,3,51,0,0,0,57,7,Friuli-Venezia Giulia,64
13379,2021-02-26,AstraZeneca,40-49,367,108,0,1,0,0,364,110,475,0,Friuli-Venezia Giulia,475
13485,2021-02-26,Moderna,40-49,25,11,1,20,15,0,0,0,36,0,Friuli-Venezia Giulia,36
13600,2021-02-26,Pfizer/BioNTech,40-49,37,52,21,2,64,0,2,0,78,11,Friuli-Venezia Giulia,89
13380,2021-02-26,AstraZeneca,50-59,373,108,0,3,0,0,387,91,481,0,Friuli-Venezia Giulia,481
13486,2021-02-26,Moderna,50-59,18,14,0,17,15,0,0,0,32,0,Friuli-Venezia Giulia,32
13601,2021-02-26,Pfizer/BioNTech,50-59,44,59,25,7,69,0,1,1,91,12,Friuli-Venezia Giulia,103
13381,2021-02-26,AstraZeneca,60-69,10,12,0,0,0,0,9,13,22,0,Friuli-Venezia Giulia,22
13487,2021-02-26,Moderna,60-69,4,10,0,11,3,0,0,0,14,0,Friuli-Venezia Giulia,14
13602,2021-02-26,Pfizer/BioNTech,60-69,29,25,8,6,40,0,0,0,42,12,Friuli-Venezia Giulia,54
13488,2021-02-26,Moderna,70-79,1,3,0,4,0,0,0,0,4,0,Friuli-Venezia Giulia,4
13603,2021-02-26,Pfizer/BioNTech,70-79,17,15,0,2,30,0,0,0,9,23,Friuli-Venezia Giulia,32
13489,2021-02-26,Moderna,80-89,69,90,0,0,0,159,0,0,159,0,Friuli-Venezia Giulia,159
13604,2021-02-26,Pfizer/BioNTech,80-89,631,775,0,6,40,1360,0,0,1370,36,Friuli-Venezia Giulia,1406
13490,2021-02-26,Moderna,90+,10,10,0,0,0,20,0,0,20,0,Friuli-Venezia Giulia,20
13605,2021-02-26,Pfizer/BioNTech,90+,82,162,0,1,45,198,0,0,203,41,Friuli-Venezia Giulia,244
13606,2021-02-26,Pfizer/BioNTech,16-19,8,6,8,6,0,0,0,0,11,3,Lazio,14
13382,2021-02-26,AstraZeneca,20-29,99,41,26,6,0,0,105,3,140,0,Lazio,140
13491,2021-02-26,Moderna,20-29,1,2,3,0,0,0,0,0,3,0,Lazio,3
13607,2021-02-26,Pfizer/BioNTech,20-29,112,173,248,34,3,0,0,0,119,166,Lazio,285
13383,2021-02-26,AstraZeneca,30-39,320,187,72,29,0,0,250,156,507,0,Lazio,507
13492,2021-02-26,Moderna,30-39,1,0,1,0,0,0,0,0,1,0,Lazio,1
13608,2021-02-26,Pfizer/BioNTech,30-39,151,211,296,62,3,0,0,1,162,200,Lazio,362
13384,2021-02-26,AstraZeneca,40-49,712,820,75,175,0,0,430,852,1532,0,Lazio,1532
13609,2021-02-26,Pfizer/BioNTech,40-49,150,289,339,93,7,0,0,0,231,208,Lazio,439
13385,2021-02-26,AstraZeneca,50-59,950,1393,49,440,0,0,547,1307,2343,0,Lazio,2343
13493,2021-02-26,Moderna,50-59,1,0,1,0,0,0,0,0,0,1,Lazio,1
13610,2021-02-26,Pfizer/BioNTech,50-59,190,285,345,107,17,0,2,4,263,212,Lazio,475
13386,2021-02-26,AstraZeneca,60-69,208,425,12,154,0,0,51,416,633,0,Lazio,633
13611,2021-02-26,Pfizer/BioNTech,60-69,240,188,296,92,40,0,0,0,284,144,Lazio,428
13494,2021-02-26,Moderna,70-79,4,0,4,0,0,0,0,0,4,0,Lazio,4
13612,2021-02-26,Pfizer/BioNTech,70-79,141,95,120,71,45,0,0,0,186,50,Lazio,236
13495,2021-02-26,Moderna,80-89,359,410,0,3,0,766,0,0,672,97,Lazio,769
13613,2021-02-26,Pfizer/BioNTech,80-89,1612,2135,10,49,119,3569,0,0,3677,70,Lazio,3747
13496,2021-02-26,Moderna,90+,48,63,0,1,0,110,0,0,90,21,Lazio,111
13614,2021-02-26,Pfizer/BioNTech,90+,272,503,3,9,89,674,0,0,729,46,Lazio,775
13387,2021-02-26,AstraZeneca,16-19,1,0,1,0,0,0,0,0,1,0,Liguria,1
13615,2021-02-26,Pfizer/BioNTech,16-19,0,1,0,0,1,0,0,0,0,1,Liguria,1
13388,2021-02-26,AstraZeneca,20-29,5,18,18,5,0,0,0,0,23,0,Liguria,23
13616,2021-02-26,Pfizer/BioNTech,20-29,19,22,28,5,8,0,0,0,10,31,Liguria,41
13389,2021-02-26,AstraZeneca,30-39,18,43,45,15,0,0,0,1,61,0,Liguria,61
