,Unnamed: 0,Data Somministrazione,Totale,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Altro,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione
1499,386,2021-03-11,5904,2671,3233,1011,419,651,416,2815,490,102,4685,1219,Sardegna
1500,369,2021-03-11,15450,6507,8943,1610,127,5070,906,3932,481,3324,12877,2573,Sicilia
1501,17,2021-03-11,15407,5962,9445,2440,906,1373,270,10199,207,12,12089,3318,Toscana
1502,423,2021-03-11,3539,1681,1858,144,604,175,239,2018,201,158,2533,1006,Umbria
1503,773,2021-03-11,192,72,120,2,0,14,7,166,1,2,64,128,Valle d'Aosta / Vallée d'Aoste
1504,209,2021-03-11,19511,8668,10843,1578,123,2972,827,9335,1021,3655,13989,5522,Veneto
1505,1009,2021-03-12,6022,1989,4033,1005,28,848,135,1700,117,2189,4439,1583,Abruzzo
1506,822,2021-03-12,1896,975,921,266,61,48,37,985,241,258,798,1098,Basilicata
1507,1297,2021-03-12,5093,2438,2655,468,26,1300,217,1963,333,786,4050,1043,Calabria
1508,223,2021-03-12,14245,7094,7151,1022,151,2028,82,6592,1569,2801,8164,6081,Campania
1509,899,2021-03-12,17828,7379,10449,1580,362,1476,292,9836,1258,3024,11145,6683,Emilia-Romagna
1510,188,2021-03-12,3935,1542,2393,176,61,116,27,2865,101,589,2555,1380,Friuli-Venezia Giulia
1511,1665,2021-03-12,22674,10024,12650,4704,170,3253,400,9425,774,3948,16362,6312,Lazio
1512,198,2021-03-12,6000,2767,3233,1195,209,714,78,3363,437,4,3559,2441,Liguria
1513,157,2021-03-12,35045,12897,22148,5087,2153,2332,1457,15563,1086,7367,24908,10137,Lombardia
1514,1933,2021-03-12,4716,2020,2696,820,10,723,0,1904,330,929,3471,1245,Marche
1515,240,2021-03-12,1438,629,809,42,31,47,0,698,115,505,1402,36,Molise
1516,1848,2021-03-12,13886,5149,8737,2142,854,484,470,7600,63,2273,10952,2934,Piemonte
1517,1414,2021-03-12,1519,661,858,149,122,560,73,429,86,100,1112,407,Provincia Autonoma Bolzano / Bozen
1518,1783,2021-03-12,2457,921,1536,207,251,45,106,1093,203,552,1666,791,Provincia Autonoma Trento
1519,1765,2021-03-12,13756,6045,7711,3278,908,412,431,4898,886,2943,9832,3924,Puglia
1520,1561,2021-03-12,5751,2405,3346,1037,482,779,456,2567,271,159,4443,1308,Sardegna
1521,1251,2021-03-12,13120,5617,7503,1387,110,4409,695,3768,344,2407,10897,2223,Sicilia
1522,1959,2021-03-12,16313,6097,10216,2611,954,998,191,6938,696,3925,12788,3525,Toscana
1523,1620,2021-03-12,2633,1031,1602,113,410,183,41,464,229,1193,2135,498,Umbria
1524,764,2021-03-12,529,175,354,14,7,96,7,148,2,255,303,226,Valle d'Aosta / Vallée d'Aoste
1525,616,2021-03-12,18532,8101,10431,1962,226,3140,750,8053,904,3497,11814,6718,Veneto
1526,739,2021-03-13,4253,1460,2793,539,17,1008,137,1468,23,1061,3177,1076,Abruzzo
1527,620,2021-03-13,1794,888,906,82,292,66,46,864,231,213,749,1045,Basilicata
1528,1540,2021-03-13,6656,2933,3723,425,44,1334,338,3765,65,685,5682,974,Calabria
1529,57,2021-03-13,14255,6793,7462,404,82,1879,193,6614,1397,3686,8970,5285,Campania
1530,963,2021-03-13,15867,6214,9653,1244,158,1149,75,8221,1030,3990,10581,5286,Emilia-Romagna
1531,1963,2021-03-13,2932,1119,1813,12,4,11,86,2057,39,723,1660,1272,Friuli-Venezia Giulia
1532,1176,2021-03-13,21311,8363,12948,5128,109,2382,330,8903,720,3739,15418,5893,Lazio
1533,396,2021-03-13,3537,1497,2040,330,77,633,71,1516,120,790,2684,853,Liguria
1534,1992,2021-03-13,27000,9701,17299,3734,980,2995,251,10318,617,8105,20961,6039,Lombardia
1535,1726,2021-03-13,5877,2708,3169,664,21,517,57,4248,133,237,1916,3961,Marche
1536,2032,2021-03-13,1189,594,595,29,0,23,5,981,151,0,200,989,Molise
1537,1538,2021-03-13,13021,4711,8310,1169,504,511,157,8544,0,2136,11578,1443,Piemonte
1538,398,2021-03-13,2885,1459,1426,168,53,1263,1,1291,89,20,2784,101,Provincia Autonoma Bolzano / Bozen
1539,729,2021-03-13,831,382,449,201,15,0,30,44,282,259,781,50,Provincia Autonoma Trento
1540,282,2021-03-13,10062,3958,6104,2158,228,143,129,3856,226,3322,8339,1723,Puglia
1541,1506,2021-03-13,2749,1071,1678,274,103,294,145,1758,43,132,2468,281,Sardegna
1542,617,2021-03-13,12453,5487,6966,1174,87,4187,493,4615,133,1764,7847,4606,Sicilia
1543,1741,2021-03-13,9277,3300,5977,2836,1156,953,68,180,344,3740,5314,3963,Toscana
1544,1076,2021-03-13,1731,524,1207,120,122,58,49,152,78,1152,1486,245,Umbria
1545,1730,2021-03-13,142,84,58,2,1,113,0,0,23,3,142,0,Valle d'Aosta / Vallée d'Aoste
1546,1987,2021-03-13,17144,7231,9913,2498,54,5207,103,4815,426,4041,14038,3106,Veneto
1547,1927,2021-03-14,1895,733,1162,8,0,150,0,1488,0,249,1228,667,Abruzzo
1548,1318,2021-03-14,1008,477,531,41,110,13,8,516,71,249,539,469,Basilicata
1549,517,2021-03-14,2543,1018,1525,322,2,374,312,802,9,722,2143,400,Calabria
1550,669,2021-03-14,8506,3722,4784,328,97,666,2,4545,850,2018,4368,4138,Campania
1551,362,2021-03-14,8495,3631,4864,701,172,770,69,5495,362,926,4719,3776,Emilia-Romagna
1552,844,2021-03-14,1395,548,847,0,1,17,0,247,333,797,1143,252,Friuli-Venezia Giulia
1553,1272,2021-03-14,17051,6597,10454,1360,89,3295,81,8335,445,3446,11897,5154,Lazio
1554,1900,2021-03-14,1658,752,906,66,36,345,176,577,27,431,1054,604,Liguria
1555,1631,2021-03-14,14775,5290,9485,1498,573,1575,80,5264,396,5389,11504,3271,Lombardia
1556,1471,2021-03-14,2516,1036,1480,442,0,80,0,1536,2,456,1918,598,Marche
1557,180,2021-03-14,594,239,355,2,0,11,0,581,0,0,16,578,Molise
1558,900,2021-03-14,8197,3329,4868,794,233,370,2,5809,0,989,5303,2894,Piemonte
1559,1867,2021-03-14,758,336,422,130,11,26,33,557,1,0,25,733,Provincia Autonoma Bolzano / Bozen
1560,709,2021-03-14,107,65,42,102,0,0,0,0,0,5,20,87,Provincia Autonoma Trento
1561,824,2021-03-14,3279,1411,1868,953,63,141,84,997,42,999,2513,766,Puglia
1562,700,2021-03-14,606,376,230,34,1,235,0,251,73,12,606,0,Sardegna
1563,205,2021-03-14,8825,3947,4878,569,42,3043,176,4281,36,678,4967,3858,Sicilia
1564,1405,2021-03-14,7167,2561,4606,3106,798,452,122,2,211,2476,3230,3937,Toscana
1565,172,2021-03-14,66,48,18,0,6,55,1,0,0,4,66,0,Umbria
1566,1475,2021-03-14,390,200,190,6,3,295,0,0,34,52,390,0,Valle d'Aosta / Vallée d'Aoste
1567,636,2021-03-14,15126,5903,9223,2316,209,4485,100,4141,246,3629,14230,896,Veneto
1568,1060,2021-03-15,3639,1398,2241,657,8,562,78,1963,41,330,1823,1816,Abruzzo
1569,1955,2021-03-15,2347,981,1366,78,26,20,0,1934,23,266,520,1827,Basilicata
1570,1348,2021-03-15,3448,1652,1796,542,38,889,136,1093,163,587,2019,1429,Calabria
1571,1115,2021-03-15,12899,6079,6820,800,131,2535,82,6279,511,2561,8198,4701,Campania
1572,468,2021-03-15,12747,5756,6991,791,180,1107,168,9078,894,529,6330,6417,Emilia-Romagna
1573,1064,2021-03-15,3759,1633,2126,327,253,107,180,2424,234,234,1440,2319,Friuli-Venezia Giulia
1574,296,2021-03-15,19205,8306,10899,2307,122,3553,408,9583,706,2526,12484,6721,Lazio
1575,1334,2021-03-15,7297,3071,4226,819,171,1245,106,3773,221,962,4595,2702,Liguria
1576,54,2021-03-15,31277,11212,20065,4656,2147,1854,833,12882,594,8311,22874,8403,Lombardia
1577,330,2021-03-15,4511,2119,2392,300,4,469,8,3475,14,241,1422,3089,Marche
1578,522,2021-03-15,832,338,494,137,6,149,66,116,61,297,587,245,Molise
1579,2043,2021-03-15,10628,4148,6480,1716,924,579,230,5715,0,1464,5014,5614,Piemonte
1580,604,2021-03-15,848,295,553,293,94,386,13,56,2,4,366,482,Provincia Autonoma Bolzano / Bozen
1581,26,2021-03-15,1398,540,858,64,121,348,26,617,54,168,938,460,Provincia Autonoma Trento
1582,136,2021-03-15,11673,5575,6098,2077,535,278,115,7633,353,682,5190,6483,Puglia
1583,267,2021-03-15,2683,1215,1468,458,172,477,85,323,149,1019,2310,373,Sardegna
1584,170,2021-03-15,10765,4725,6040,1241,48,2608,666,4831,217,1154,5692,5073,Sicilia
1585,435,2021-03-15,8311,3308,5003,3214,1248,709,403,36,420,2281,3870,4441,Toscana
1586,955,2021-03-15,4595,1929,2666,1425,194,152,79,2340,142,263,2827,1768,Umbria
1587,231,2021-03-15,361,122,239,20,4,41,10,215,6,65,159,202,Valle d'Aosta / Vallée d'Aoste
1588,42,2021-03-15,16510,7181,9329,1350,36,2899,370,9293,598,1964,11287,5223,Veneto
1589,1162,2021-03-16,3486,1453,2033,284,3,163,169,2849,6,12,1831,1655,Abruzzo
1590,454,2021-03-16,1899,799,1100,103,27,31,0,1671,5,62,228,1671,Basilicata
1591,87,2021-03-16,3773,1849,1924,460,5,1117,22,2081,58,30,2175,1598,Calabria
1592,90,2021-03-16,8087,3519,4568,289,53,679,60,6869,23,114,3772,4315,Campania
1593,1686,2021-03-16,12034,4920,7114,409,67,643,97,10687,8,123,4797,7237,Emilia-Romagna
1594,1868,2021-03-16,3137,1281,1856,326,255,110,243,2202,0,1,1058,2079,Friuli-Venezia Giulia
1595,433,2021-03-16,13470,5710,7760,1504,69,2147,280,9458,7,5,7057,6413,Lazio
1596,414,2021-03-16,6060,2714,3346,934,109,420,323,4265,3,6,2343,3717,Liguria
1597,235,2021-03-16,25394,10089,15305,3297,1348,1581,1422,17653,17,76,16372,9022,Lombardia
1598,1023,2021-03-16,3577,1549,2028,317,3,193,54,2928,77,5,394,3183,Marche
1599,665,2021-03-16,614,230,384,13,3,188,11,395,4,0,267,347,Molise
1600,1763,2021-03-16,10515,4265,6250,2229,799,360,322,6792,0,13,4460,6055,Piemonte
1601,1744,2021-03-16,638,252,386,24,30,34,48,502,0,0,118,520,Provincia Autonoma Bolzano / Bozen
1602,1104,2021-03-16,1390,505,885,221,7,50,36,1072,0,4,606,784,Provincia Autonoma Trento
1603,1120,2021-03-16,9582,4566,5016,2163,517,313,76,6413,62,38,3251,6331,Puglia
1604,1740,2021-03-16,4367,1945,2422,645,173,704,311,2526,0,8,3445,922,Sardegna
1605,1697,2021-03-16,10169,4463,5706,1662,105,1629,810,5677,68,218,4017,6152,Sicilia
1606,1425,2021-03-16,4866,1863,3003,1551,424,670,124,2069,12,16,2631,2235,Toscana
1607,1580,2021-03-16,3505,1434,2071,1634,68,20,65,1707,0,11,1878,1627,Umbria
1608,883,2021-03-16,176,36,140,2,0,43,13,118,0,0,115,61,Valle d'Aosta / Vallée d'Aoste
1609,1754,2021-03-16,12422,5311,7111,1275,105,2589,454,7862,19,118,6846,5576,Veneto
1610,97,2021-03-17,4545,1876,2669,285,26,187,144,3875,17,11,2802,1743,Abruzzo
1611,2052,2021-03-17,1448,606,842,22,11,18,0,1390,5,2,27,1421,Basilicata
1612,1656,2021-03-17,3636,1622,2014,277,49,931,165,2094,26,94,1938,1698,Calabria
1613,767,2021-03-17,11585,5096,6489,490,123,748,49,10005,33,137,5006,6579,Campania
1614,350,2021-03-17,13553,5620,7933,354,117,1263,64,11735,1,19,5774,7779,Emilia-Romagna
1615,569,2021-03-17,3207,1257,1950,428,219,108,199,2244,3,6,717,2490,Friuli-Venezia Giulia
1616,1249,2021-03-17,13489,5758,7731,1508,87,2240,254,9379,7,14,7290,6199,Lazio
1617,571,2021-03-17,5514,2353,3161,776,112,287,76,4254,2,7,2456,3058,Liguria
1618,341,2021-03-17,26048,10417,15631,2527,1315,1035,1923,19165,44,39,15178,10870,Lombardia
1619,1293,2021-03-17,3435,1497,1938,301,5,178,117,2822,7,5,111,3324,Marche
1620,915,2021-03-17,905,384,521,45,22,211,42,572,12,1,574,331,Molise
1621,891,2021-03-17,12506,5048,7458,2081,718,366,236,9096,0,9,5221,7285,Piemonte
1622,703,2021-03-17,580,213,367,11,6,35,46,482,0,0,579,1,Provincia Autonoma Bolzano / Bozen
1623,442,2021-03-17,2058,791,1267,398,15,327,55,1257,1,5,1184,874,Provincia Autonoma Trento
1624,432,2021-03-17,10197,4659,5538,1791,427,214,62,7598,33,72,4096,6101,Puglia
1625,547,2021-03-17,6540,2846,3694,1076,452,1030,528,3322,4,128,4931,1609,Sardegna
1626,2015,2021-03-17,15396,7554,7842,1401,100,7160,664,5722,43,306,9452,5944,Sicilia
1627,1437,2021-03-17,11263,4523,6740,363,272,877,189,9558,2,2,6785,4478,Toscana
1628,718,2021-03-17,3330,1313,2017,1430,53,9,131,1683,8,16,1858,1472,Umbria
1629,1364,2021-03-17,430,185,245,35,2,90,15,240,41,7,270,160,Valle d'Aosta / Vallée d'Aoste
1630,505,2021-03-17,14565,5939,8626,1908,168,2577,267,8919,26,700,7817,6748,Veneto
1631,1711,2021-03-18,3896,1651,2245,281,2,284,3,3297,22,7,2065,1831,Abruzzo
1632,1636,2021-03-18,1346,561,785,30,0,10,0,1306,0,0,22,1324,Basilicata
1633,158,2021-03-18,4240,1978,2262,359,49,1316,232,2195,44,45,2271,1969,Calabria
1634,2062,2021-03-18,12164,5376,6788,460,76,1097,34,9962,76,459,5975,6189,Campania
1635,1873,2021-03-18,13444,5698,7746,452,120,2069,67,10687,1,48,5617,7827,Emilia-Romagna
1636,1855,2021-03-18,3347,1413,1934,60,21,272,129,2861,0,4,1667,1680,Friuli-Venezia Giulia
1637,250,2021-03-18,14167,6055,8112,1762,90,2631,330,9339,9,6,7792,6375,Lazio
1638,1999,2021-03-18,4985,2126,2859,632,69,486,94,3693,6,5,2021,2964,Liguria
1639,954,2021-03-18,27300,10923,16377,2179,1126,1289,1513,21049,44,100,16147,11153,Lombardia
1640,826,2021-03-18,3445,1514,1931,326,6,258,123,2653,76,3,216,3229,Marche
1641,1518,2021-03-18,1156,476,680,73,10,174,45,854,0,0,692,464,Molise
1642,1304,2021-03-18,11726,4795,6931,1461,677,366,342,8862,0,18,4017,7709,Piemonte
1643,1394,2021-03-18,1299,530,769,50,15,161,48,1025,0,0,223,1076,Provincia Autonoma Bolzano / Bozen
1644,322,2021-03-18,2273,944,1329,61,0,567,2,1638,2,3,1185,1088,Provincia Autonoma Trento
1645,316,2021-03-18,9069,4103,4966,1738,409,205,195,6392,39,91,2975,6094,Puglia
1646,407,2021-03-18,7219,3053,4166,1076,240,1338,354,4136,12,63,5617,1602,Sardegna
1647,863,2021-03-18,15607,7777,7830,1284,80,8190,598,5357,61,37,9895,5712,Sicilia
1648,245,2021-03-18,9869,3942,5927,437,544,933,278,7667,7,3,5933,3936,Toscana
1649,1392,2021-03-18,2823,1096,1727,974,115,19,241,1459,3,12,1590,1233,Umbria
1650,581,2021-03-18,134,43,91,4,0,3,25,101,1,0,98,36,Valle d'Aosta / Vallée d'Aoste
1651,384,2021-03-18,12530,5106,7424,1405,225,1930,495,7600,21,854,7343,5187,Veneto
1652,68,2021-03-19,5795,2584,3211,755,28,432,118,4398,51,13,2774,3021,Abruzzo
1653,427,2021-03-19,2284,988,1296,58,75,37,0,1950,22,142,261,2023,Basilicata
1654,163,2021-03-19,4185,1947,2238,486,5,1326,293,1965,8,102,1899,2286,Calabria
1655,823,2021-03-19,11029,4867,6162,392,67,1215,21,8437,44,853,7160,3869,Campania
1656,45,2021-03-19,14372,6129,8243,1115,287,2275,116,9943,300,336,6884,7488,Emilia-Romagna
1657,2067,2021-03-19,3200,1327,1873,105,46,121,282,2512,0,134,1272,1928,Friuli-Venezia Giulia
1658,930,2021-03-19,16995,7258,9737,2112,140,3760,389,9340,248,1006,10695,6300,Lazio
1659,1143,2021-03-19,5273,2228,3045,731,162,459,137,3680,21,83,2143,3130,Liguria
1660,9,2021-03-19,32245,12847,19398,2718,1702,1235,1406,22026,150,3008,19106,13139,Lombardia
1661,1349,2021-03-19,3869,1604,2265,495,1,233,293,2837,4,6,343,3526,Marche
1662,1362,2021-03-19,1180,479,701,32,0,163,9,726,2,248,753,427,Molise
1663,672,2021-03-19,10749,4394,6355,1092,467,498,429,7992,0,271,4322,6427,Piemonte
1664,603,2021-03-19,1901,771,1130,159,52,562,15,1099,0,14,795,1106,Provincia Autonoma Bolzano / Bozen
1665,2030,2021-03-19,2399,908,1491,314,70,853,52,1042,2,66,1556,843,Provincia Autonoma Trento
1666,499,2021-03-19,7880,3630,4250,1758,231,196,69,5303,64,259,3342,4538,Puglia
1667,599,2021-03-19,7189,2995,4194,1315,444,1598,222,3410,190,10,4974,2215,Sardegna
1668,1865,2021-03-19,16487,8115,8372,1262,101,8714,561,5351,42,456,10759,5728,Sicilia
1669,364,2021-03-19,10008,4397,5611,639,439,4013,275,4594,13,35,7217,2791,Toscana
1670,983,2021-03-19,1734,561,1173,462,144,118,68,192,26,724,1078,656,Umbria
1671,1812,2021-03-19,319,84,235,8,1,70,21,9,1,209,284,35,Valle d'Aosta / Vallée d'Aoste
1672,1627,2021-03-19,13709,5637,8072,1787,148,2652,477,7876,48,721,7658,6051,Veneto
1673,2065,2021-03-20,4733,2159,2574,318,15,509,60,3650,84,97,2569,2164,Abruzzo
1674,225,2021-03-20,1286,566,720,45,68,47,0,943,5,178,275,1011,Basilicata
1675,1708,2021-03-20,6480,2982,3498,432,7,1581,398,3562,34,466,4092,2388,Calabria
1676,560,2021-03-20,13895,6433,7462,295,35,3812,35,6510,324,2884,10156,3739,Campania
1677,258,2021-03-20,15613,6556,9057,697,255,4148,93,9252,337,831,8701,6912,Emilia-Romagna
1678,1677,2021-03-20,3345,1352,1993,413,274,24,8,2381,179,66,1251,2094,Friuli-Venezia Giulia
1679,597,2021-03-20,18117,6777,11340,1831,139,3761,360,8775,204,3047,12281,5836,Lazio
1680,1539,2021-03-20,2315,995,1320,224,44,183,0,1855,9,0,1141,1174,Liguria
1681,548,2021-03-20,32167,11994,20173,1969,1157,2220,520,18189,284,7828,22392,9775,Lombardia
1682,662,2021-03-20,4146,1745,2401,181,8,110,111,3641,6,89,1054,3092,Marche
1683,1010,2021-03-20,2320,968,1352,28,2,206,0,1855,7,222,999,1321,Molise
1684,175,2021-03-20,11852,4875,6977,878,449,785,163,7643,0,1934,5958,5894,Piemonte
1685,1474,2021-03-20,1754,847,907,115,47,619,9,958,5,1,1129,625,Provincia Autonoma Bolzano / Bozen
1686,1709,2021-03-20,867,399,468,154,97,470,0,77,0,69,664,203,Provincia Autonoma Trento
1687,162,2021-03-20,7928,3598,4330,1422,67,233,54,5309,35,808,3353,4575,Puglia
1688,478,2021-03-20,5154,2063,3091,695,255,413,127,2704,105,855,2878,2276,Sardegna
1689,1363,2021-03-20,18906,9077,9829,836,43,10841,413,5475,79,1219,13516,5390,Sicilia
1690,776,2021-03-20,6490,2882,3608,914,552,4772,165,29,24,34,5355,1135,Toscana
1691,598,2021-03-20,2272,821,1451,316,178,506,0,0,72,1200,2247,25,Umbria
1692,114,2021-03-20,205,85,120,5,2,164,15,14,4,1,170,35,Valle d'Aosta / Vallée d'Aoste
1693,1571,2021-03-20,12796,5303,7493,655,27,4555,215,4835,217,2292,10696,2100,Veneto
1694,318,2021-03-21,2135,913,1222,9,0,47,1,1919,29,130,844,1291,Abruzzo
1695,1699,2021-03-21,1045,480,565,32,0,51,0,803,0,159,352,693,Basilicata
1696,1734,2021-03-21,4362,1882,2480,135,0,1127,200,2126,29,745,2660,1702,Calabria
1697,1799,2021-03-21,9979,4592,5387,168,27,4971,17,2933,188,1675,7590,2389,Campania
1698,650,2021-03-21,11434,4957,6477,567,291,3704,106,6089,91,586,6835,4599,Emilia-Romagna
1699,1768,2021-03-21,2599,937,1662,6,3,112,0,1332,27,1119,2191,408,Friuli-Venezia Giulia
1700,1208,2021-03-21,17776,6807,10969,1239,27,4691,111,8172,100,3436,12755,5021,Lazio
1701,1286,2021-03-21,552,221,331,7,1,19,0,525,0,0,69,483,Liguria
1702,1745,2021-03-21,23455,8479,14976,1076,551,1888,410,9724,734,9072,18200,5255,Lombardia
1703,988,2021-03-21,4512,1878,2634,87,0,109,54,4047,10,205,1632,2880,Marche
1704,2,2021-03-21,1245,542,703,14,1,141,0,1089,0,0,479,766,Molise
1705,1937,2021-03-21,10368,4533,5835,575,383,1240,9,6846,0,1315,3846,6522,Piemonte
1706,933,2021-03-21,768,285,483,165,17,16,1,566,0,3,14,754,Provincia Autonoma Bolzano / Bozen
1707,268,2021-03-21,129,69,60,34,1,76,0,0,0,18,128,1,Provincia Autonoma Trento
1708,4,2021-03-21,2669,1219,1450,462,15,103,13,1778,14,284,566,2103,Puglia
1709,77,2021-03-21,4030,1809,2221,64,5,405,0,2879,102,575,2590,1440,Sardegna
1710,741,2021-03-21,15202,7323,7879,489,10,9094,57,4502,92,958,11228,3974,Sicilia
1711,2033,2021-03-21,3231,1574,1657,660,791,1677,77,8,6,12,1798,1433,Toscana
1712,1191,2021-03-21,665,330,335,31,14,522,0,0,34,64,665,0,Umbria
1713,1111,2021-03-21,353,164,189,2,4,312,0,1,6,28,353,0,Valle d'Aosta / Vallée d'Aoste
1714,196,2021-03-21,11971,4750,7221,1481,50,3139,30,4565,179,2527,8512,3459,Veneto
1715,253,2021-03-22,4399,1959,2440,385,8,800,50,2578,136,442,2429,1970,Abruzzo
1716,1419,2021-03-22,1172,529,643,46,49,38,0,638,16,385,626,546,Basilicata
1717,1423,2021-03-22,4707,2202,2505,194,10,1197,147,1994,40,1125,3041,1666,Calabria
1718,758,2021-03-22,12744,5921,6823,309,755,5169,71,3500,469,2471,10706,2038,Campania
1719,1078,2021-03-22,16977,7329,9648,1126,318,5138,123,9464,208,600,10137,6840,Emilia-Romagna
1720,469,2021-03-22,3475,1327,2148,147,86,102,207,2464,6,463,1522,1953,Friuli-Venezia Giulia
1721,286,2021-03-22,21319,8870,12449,1527,75,5972,244,9123,517,3861,14939,6380,Lazio
1722,557,2021-03-22,7365,3277,4088,576,115,1615,82,3822,281,874,4524,2841,Liguria
1723,1476,2021-03-22,39929,14132,25797,2454,1317,2716,785,20097,446,12114,29621,10308,Lombardia
1724,264,2021-03-22,5660,2378,3282,407,8,448,69,4182,113,433,2531,3129,Marche
1725,644,2021-03-22,1146,439,707,106,3,283,2,255,39,458,903,243,Molise
1726,1276,2021-03-22,10975,4616,6359,870,458,725,182,7518,0,1222,3753,7222,Piemonte
1727,827,2021-03-22,1133,514,619,2,0,929,0,192,10,0,1129,4,Provincia Autonoma Bolzano / Bozen
1728,1653,2021-03-22,2280,968,1312,81,133,969,8,970,18,101,1399,881,Provincia Autonoma Trento
1729,1588,2021-03-22,9288,4536,4752,604,187,496,11,6741,208,1041,3675,5613,Puglia
1730,973,2021-03-22,3492,1322,2170,838,151,412,109,781,66,1135,2979,513,Sardegna
1731,1597,2021-03-22,16811,7916,8895,915,19,8678,356,5543,71,1229,11265,5546,Sicilia
1732,309,2021-03-22,4842,2401,2441,221,348,3433,381,9,135,315,4398,444,Toscana
1733,690,2021-03-22,3558,1653,1905,163,120,201,0,2828,99,147,2312,1246,Umbria
1734,1320,2021-03-22,556,204,352,36,4,137,18,334,10,17,330,226,Valle d'Aosta / Vallée d'Aoste
1735,1214,2021-03-22,18039,8103,9936,1165,123,6413,516,6741,742,2339,13010,5029,Veneto
1736,463,2021-03-23,4852,2210,2642,180,25,505,183,3353,206,400,2283,2569,Abruzzo
1737,797,2021-03-23,1189,490,699,48,0,30,0,814,20,277,1082,107,Basilicata
1738,966,2021-03-23,5207,2442,2765,280,4,1847,47,1869,77,1083,3409,1798,Calabria
1739,1614,2021-03-23,15334,7058,8276,359,488,6023,181,4730,260,3293,12829,2505,Campania
1740,1056,2021-03-23,18209,7788,10421,1119,283,6057,195,9005,201,1349,11639,6570,Emilia-Romagna
1741,905,2021-03-23,3732,1551,2181,320,297,158,240,2447,29,241,1593,2139,Friuli-Venezia Giulia
1742,1187,2021-03-23,23104,9987,13117,2485,98,6788,181,9158,538,3856,16836,6268,Lazio
1743,1617,2021-03-23,8773,3971,4802,638,79,2300,56,3919,474,1307,5567,3206,Liguria
1744,1482,2021-03-23,42015,15210,26805,2108,1308,3664,1234,20886,324,12491,29463,12552,Lombardia
1745,1180,2021-03-23,5818,2538,3280,259,9,360,130,4588,144,328,2271,3547,Marche
1746,391,2021-03-23,1642,694,948,76,2,453,6,572,79,454,1435,207,Molise
1747,1415,2021-03-23,12943,5373,7570,688,325,1153,222,9223,0,1332,6706,6237,Piemonte
1748,1648,2021-03-23,1552,759,793,0,0,1246,0,215,57,34,1551,1,Provincia Autonoma Bolzano / Bozen
1749,894,2021-03-23,2378,904,1474,145,96,902,71,1000,5,159,1637,741,Provincia Autonoma Trento
1750,1047,2021-03-23,10352,4963,5389,1851,307,641,51,6049,464,989,3897,6455,Puglia
1751,755,2021-03-23,6076,2583,3493,1108,209,974,260,2294,90,1141,4996,1080,Sardegna
1752,112,2021-03-23,21032,10096,10936,873,41,11975,365,5825,306,1647,15425,5607,Sicilia
1753,1322,2021-03-23,9038,4076,4962,309,302,4187,328,3435,139,338,6798,2240,Toscana
1754,1928,2021-03-23,3793,1685,2108,395,179,206,12,2852,89,60,2164,1629,Umbria
1755,2048,2021-03-23,375,149,226,13,2,70,7,276,0,7,242,133,Valle d'Aosta / Vallée d'Aoste
1756,1216,2021-03-23,21965,10118,11847,1085,202,9566,638,6708,973,2793,17365,4600,Veneto
1757,1469,2021-03-24,6422,2829,3593,484,10,1762,143,3378,215,430,4166,2256,Abruzzo
1758,1266,2021-03-24,1540,625,915,67,0,62,0,951,43,417,1187,353,Basilicata
1759,858,2021-03-24,7352,3348,4004,386,23,2325,696,2362,65,1495,4176,3176,Calabria
1760,1621,2021-03-24,17618,8081,9537,410,71,7675,70,6718,232,2442,14667,2951,Campania
1761,1209,2021-03-24,20175,8885,11290,1198,269,6592,118,10173,163,1662,13136,7039,Emilia-Romagna
1762,887,2021-03-24,3712,1506,2206,178,176,426,129,2315,61,427,2240,1472,Friuli-Venezia Giulia
1763,1186,2021-03-24,25574,11135,14439,3761,92,8388,107,9387,240,3599,19470,6104,Lazio
1764,1610,2021-03-24,8761,3759,5002,521,104,2129,61,4209,401,1336,5474,3287,Liguria
1765,1466,2021-03-24,42738,15380,27358,2964,1294,4440,1410,19713,434,12483,31256,11482,Lombardia
1766,1196,2021-03-24,7035,2982,4053,483,20,961,187,4728,64,592,3367,3668,Marche
1767,226,2021-03-24,1630,658,972,77,1,348,0,707,47,450,1228,402,Molise
1768,1409,2021-03-24,15411,6310,9101,1068,502,1017,478,11474,37,835,6284,9127,Piemonte
1769,1658,2021-03-24,2040,977,1063,13,11,1678,5,247,57,29,2027,13,Provincia Autonoma Bolzano / Bozen
1770,897,2021-03-24,2308,906,1402,204,78,318,42,1428,15,223,1490,818,Provincia Autonoma Trento
1771,1053,2021-03-24,12718,5864,6854,1875,430,703,119,7806,244,1541,5644,7074,Puglia
1772,1133,2021-03-24,7012,2873,4139,738,159,1507,390,2975,184,1059,5652,1360,Sardegna
1773,497,2021-03-24,21123,9882,11241,955,64,12151,549,5856,86,1462,15236,5887,Sicilia
1774,1309,2021-03-24,19381,7856,11525,222,325,4436,195,13220,210,773,10055,9326,Toscana
1775,1923,2021-03-24,4067,1758,2309,215,98,169,1,3505,37,42,2743,1324,Umbria
